,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
6419,Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,,16.0,204.0,2181.0
6420,Acura,Legend,1994,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,,16.0,204.0,2028.0
6421,Acura,Legend,1994,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,,17.0,204.0,2063.0
6422,Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,16.0,204.0,2066.0
6423,Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,,16.0,204.0,2384.0
6424,Acura,Legend,1995,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,,17.0,204.0,2356.0
6425,Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,,16.0,204.0,2506.0
6426,Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,,16.0,204.0,2265.0
6427,Acura,Legend,1995,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,,17.0,204.0,2144.0
6428,Acura,Legend,1995,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,,16.0,204.0,2135.0
6429,Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,16.0,204.0,2066.0
6436,Maserati,Levante,2017,premium unleaded (required),424.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Exotic,Luxury,High-Performance",Large,4dr SUV,,14.0,238.0,83000.0
6437,Maserati,Levante,2017,premium unleaded (required),345.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Exotic,Luxury,Performance",Large,4dr SUV,,14.0,238.0,72000.0
6438,Lexus,LFA,2012,premium unleaded (required),552.0,,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,16.0,11.0,454.0,
6439,Chrysler,LHS,1999,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,,16.0,1013.0,2000.0
6440,Chrysler,LHS,2000,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,,16.0,1013.0,2087.0
6441,Chrysler,LHS,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,,16.0,1013.0,28680.0
6451,Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,17.0,258.0,36400.0
6452,Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,17.0,258.0,41500.0
6453,Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,17.0,258.0,38900.0
6454,Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,17.0,258.0,36600.0
6455,Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,17.0,258.0,39100.0
6456,Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,17.0,258.0,41700.0
6457,Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,17.0,258.0,36600.0
6458,Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,17.0,258.0,39100.0
6459,Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,17.0,258.0,41700.0
6460,Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,12.0,258.0,48525.0
6461,Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,12.0,258.0,54025.0
6462,Land Rover,LR3,2009,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,12.0,258.0,45975.0
6463,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,14.0,258.0,49700.0
6464,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,14.0,258.0,59900.0
6465,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,14.0,258.0,54600.0
6466,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,14.0,258.0,69279.0
6467,Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,14.0,258.0,60600.0
6468,Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,14.0,258.0,50400.0
6469,Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,14.0,258.0,55300.0
6470,Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,15.0,258.0,50400.0
6471,Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,15.0,258.0,55300.0
6472,Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,15.0,258.0,60600.0
6473,Lexus,LS 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,,17.0,454.0,4207.0
6474,Lexus,LS 400,1999,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,,16.0,454.0,4556.0
6475,Lexus,LS 400,2000,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,,16.0,454.0,5035.0
6476,Lexus,LS 430,2004,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,55375.0
6477,Lexus,LS 430,2005,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,56225.0
6478,Lexus,LS 430,2006,premium unleaded (required),278.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,56525.0
6479,Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,82305.0
6480,Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,,16.0,454.0,
6481,Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,78820.0
6482,Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,72520.0
6483,Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,75465.0
6484,Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,
6485,Lexus,LS 460,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,75465.0
6486,Lexus,LS 460,2016,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,78820.0
6487,Lexus,LS 460,2016,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,72520.0
6488,Lexus,LS 460,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,82305.0
6489,Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,82305.0
6490,Lexus,LS 460,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,72520.0
6491,Lexus,LS 460,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,78820.0
6492,Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,454.0,75465.0
6493,Lexus,LS 600h L,2014,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,,19.0,454.0,
6494,Lexus,LS 600h L,2015,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,,19.0,454.0,
6495,Lexus,LS 600h L,2016,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,,19.0,454.0,
6496,Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,17.0,61.0,36770.0
6497,Lincoln,LS,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,15.0,61.0,43370.0
6498,Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,17.0,61.0,36140.0
6499,Lincoln,LS,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,15.0,61.0,39970.0
6500,Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,17.0,61.0,32370.0
6501,Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,16.0,61.0,43590.0
6502,Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,17.0,61.0,32640.0
6503,Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,17.0,61.0,36360.0
6504,Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,17.0,61.0,36990.0
6505,Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,,16.0,61.0,40190.0
6506,Lincoln,LS,2006,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,,16.0,61.0,39285.0
6526,Buick,Lucerne,2009,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Large,Sedan,,15.0,155.0,40205.0
6527,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,32520.0
6528,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,29265.0
6529,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,35770.0
6530,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,33120.0
6531,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,35270.0
6532,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,30770.0
6533,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,34670.0
6534,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,35730.0
6535,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,30930.0
6536,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,34830.0
6537,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,33230.0
6538,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,32730.0
6539,Buick,Lucerne,2010,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,,15.0,155.0,42515.0
6540,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,29230.0
6541,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,35625.0
6542,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,36230.0
6543,Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,29730.0
6544,Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,35675.0
6545,Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,,17.0,155.0,33130.0
6546,Buick,Lucerne,2011,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,,15.0,155.0,44460.0
6558,Lexus,LX 450,1996,regular unleaded,212.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,12.0,454.0,3667.0
6559,Lexus,LX 450,1997,regular unleaded,212.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,12.0,454.0,4282.0
6560,Lexus,LX 470,2005,regular unleaded,235.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,12.0,454.0,65225.0
6561,Lexus,LX 470,2006,regular unleaded,275.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,12.0,454.0,67395.0
6562,Lexus,LX 470,2007,regular unleaded,268.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,12.0,454.0,67395.0
6563,Lexus,LX 570,2015,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,,12.0,454.0,83180.0
6564,Lexus,LX 570,2016,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,,13.0,454.0,
6565,Lexus,LX 570,2017,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,,13.0,454.0,
6566,Mercedes-Benz,M-Class,2013,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,,20.0,617.0,51270.0
6567,Mercedes-Benz,M-Class,2013,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,,13.0,617.0,
6568,Mercedes-Benz,M-Class,2013,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,,14.0,617.0,58800.0
6569,Mercedes-Benz,M-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,18.0,617.0,49770.0
6570,Mercedes-Benz,M-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,18.0,617.0,47270.0
6571,Mercedes-Benz,M-Class,2014,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,,13.0,617.0,
6572,Mercedes-Benz,M-Class,2014,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,,20.0,617.0,51790.0
6573,Mercedes-Benz,M-Class,2014,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,17.0,617.0,50290.0
6574,Mercedes-Benz,M-Class,2014,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,,14.0,617.0,59450.0
6575,Mercedes-Benz,M-Class,2014,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,18.0,617.0,47790.0
6576,Mercedes-Benz,M-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,,18.0,617.0,62900.0
6577,Mercedes-Benz,M-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,18.0,617.0,48300.0
6579,Mercedes-Benz,M-Class,2015,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,,13.0,617.0,
6580,Mercedes-Benz,M-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,17.0,617.0,50800.0
6581,BMW,M2,2016,premium unleaded (required),365.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,,18.0,3916.0,51700.0
6582,BMW,M2,2017,premium unleaded (required),365.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,,18.0,3916.0,51700.0
6583,Infiniti,M30,1990,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,,17.0,190.0,2000.0
6584,Infiniti,M30,1991,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Convertible,,17.0,190.0,2000.0
6585,Infiniti,M30,1991,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,,17.0,190.0,2000.0
6586,Infiniti,M30,1992,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,,17.0,190.0,2000.0
6587,Infiniti,M30,1992,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Convertible,,17.0,190.0,2000.0
6588,Infiniti,M35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,190.0,43900.0
6589,Infiniti,M35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,190.0,45650.0
6590,Infiniti,M35,2009,premium unleaded (recommended),303.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,17.0,190.0,45800.0
6591,Infiniti,M35,2009,premium unleaded (recommended),275.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,190.0,47950.0
6592,Infiniti,M35,2010,premium unleaded (recommended),303.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,17.0,190.0,45800.0
6593,Infiniti,M35,2010,premium unleaded (recommended),303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,190.0,47950.0
6594,Infiniti,M37,2011,premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,,17.0,190.0,49200.0
6595,Infiniti,M37,2011,premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,18.0,190.0,47050.0
6596,BMW,M3,2015,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,,17.0,3916.0,62000.0
6597,BMW,M3,2016,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,,17.0,3916.0,63500.0
6598,BMW,M3,2017,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,,17.0,3916.0,64000.0
6599,BMW,M4 GTS,2016,premium unleaded (required),493.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,,16.0,3916.0,
6600,Infiniti,M45,2008,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,190.0,50250.0
6601,Infiniti,M45,2008,premium unleaded (required),325.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,14.0,190.0,52750.0
6602,Infiniti,M45,2009,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,,16.0,190.0,52150.0
6603,Infiniti,M45,2009,premium unleaded (required),325.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,14.0,190.0,54650.0
6604,Infiniti,M45,2010,premium unleaded (required),325.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,,14.0,190.0,54650.0
6605,Infiniti,M45,2010,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,190.0,52150.0
6606,BMW,M4,2015,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,,17.0,3916.0,64200.0
6607,BMW,M4,2015,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,,17.0,3916.0,72500.0
6608,BMW,M4,2016,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,,17.0,3916.0,74200.0
6609,BMW,M4,2016,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,,17.0,3916.0,65700.0
6610,BMW,M4,2017,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,,17.0,3916.0,74700.0
6611,BMW,M4,2017,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,,17.0,3916.0,66200.0
6612,Infiniti,M56,2011,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,,16.0,190.0,60950.0
6613,Infiniti,M56,2011,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,,16.0,190.0,58450.0
6614,BMW,M5,2014,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,,14.0,3916.0,
6615,BMW,M5,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,,14.0,3916.0,
6616,BMW,M5,2016,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,,14.0,3916.0,
6617,BMW,M6 Gran Coupe,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,,14.0,3916.0,
6618,BMW,M6 Gran Coupe,2016,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,,14.0,3916.0,
6619,BMW,M6 Gran Coupe,2017,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,,14.0,3916.0,
6620,BMW,M6,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,,14.0,3916.0,
6621,BMW,M6,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,,14.0,3916.0,
6622,BMW,M6,2016,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,,14.0,3916.0,
